t	u	v	x	y
232.471	0.103312	0.086784	0.086784	0.086784
232.514	0.118142	0.0872004	0.0872004	0.0872004
232.543	0.138117	0.087494	0.087494	0.087494
232.56	0.16492	0.0876869	0.0876869	0.0876869
232.571	0.202444	0.087824	0.087824	0.087824
232.579	0.263745	0.0879405	0.0879405	0.0879405
232.586	0.363036	0.0880436	0.0880436	0.0880436
232.592	0.584875	0.0881804	0.0881804	0.0881804
232.595	0.776969	0.088286	0.088286	0.088286
232.598	0.915798	0.0883984	0.0883984	0.0883984
232.601	0.981355	0.0885224	0.0885224	0.0885224
232.605	1.00295	0.0886728	0.0886728	0.0886728
232.609	1.00889	0.0888246	0.0888246	0.0888246
232.612	1.00961	0.0889769	0.0889769	0.0889769
232.619	1.00983	0.0892498	0.0892498	0.0892498
232.625	1.01008	0.0895228	0.0895228	0.0895228
