t	u	v	x	y
25.4582	0.0171518	0.158703	0.158703	0.158703
25.4582	0.00911502	0.158705	0.158705	0.158705
25.4583	0.00350297	0.158706	0.158706	0.158706
25.4583	0.000225813	0.158707	0.158707	0.158707
25.4583	-0.00304314	0.158707	0.158707	0.158707
25.4583	-0.00630346	0.158708	0.158708	0.158708
25.4584	-0.0166265	0.15871	0.15871	0.15871
25.4585	-0.0268428	0.158711	0.158711	0.158711
25.4586	-0.0369339	0.158713	0.158713	0.158713
25.4587	-0.0468822	0.158713	0.158713	0.158713
25.4589	-0.0790988	0.158713	0.158713	0.158713
25.4592	-0.108983	0.158708	0.158708	0.158708
25.4594	-0.136116	0.1587	0.1587	0.1587
25.4597	-0.160245	0.158689	0.158689	0.158689
25.4599	-0.18129	0.158675	0.158675	0.158675
25.4606	-0.219485	0.158631	0.158631	0.158631
25.4612	-0.243762	0.158578	0.158578	0.158578
25.4617	-0.257369	0.158524	0.158524	0.158524
25.4623	-0.265862	0.158467	0.158467	0.158467
25.4629	-0.271076	0.158409	0.158409	0.158409
25.4634	-0.274259	0.158349	0.158349	0.158349
25.464	-0.276155	0.158288	0.158288	0.158288
25.4648	-0.277449	0.158205	0.158205	0.158205
25.4655	-0.277978	0.15812	0.15812	0.15812
25.4663	-0.278169	0.158036	0.158036	0.158036
25.4671	-0.278162	0.157952	0.157952	0.157952
25.4679	-0.278034	0.157867	0.157867	0.157867
25.4686	-0.27789	0.157783	0.157783	0.157783
25.4705	-0.27753	0.157575	0.157575	0.157575
25.4724	-0.277257	0.157368	0.157368	0.157368
25.4743	-0.276954	0.157161	0.157161	0.157161
25.4763	-0.276592	0.156954	0.156954	0.156954
25.4782	-0.276218	0.156748	0.156748	0.156748
25.483	-0.275312	0.156226	0.156226	0.156226
25.4878	-0.274412	0.155706	0.155706	0.155706
25.4927	-0.273509	0.155188	0.155188	0.155188
25.4975	-0.272604	0.154672	0.154672	0.154672
25.5459	-0.263509	0.149636	0.149636	0.149636
25.5944	-0.254323	0.144821	0.144821	0.144821
25.6428	-0.245068	0.140229	0.140229	0.140229
